Date,Title,Quantity Sold,Total Revenue
2025-03-08,Book_6210,3,1041
2025-02-28,Book_8839,3,1713
2025-03-27,Book_4127,3,459
2025-10-11,Book_7105,1,390
2025-09-14,Book_3940,2,1234
2025-09-12,Book_609,4,2068
2025-06-04,Book_2296,3,2268
2025-06-23,Book_9233,1,252
2025-10-06,Book_1767,1,435
2025-10-21,Book_8124,1,539
2025-11-05,Book_2834,3,1173
2025-11-01,Book_6985,4,1232
2025-02-28,Book_2385,1,191
2025-10-15,Book_4663,1,387
2025-12-10,Book_8167,4,3584
2025-09-28,Book_4881,1,756
2025-03-25,Book_8356,2,964
2025-09-17,Book_1684,2,1158
2025-06-19,Book_5549,3,2697
2025-04-07,Book_6333,3,2718
2025-07-07,Book_2174,5,1505
2025-09-20,Book_792,2,330
2025-08-31,Book_9547,3,1500
2025-08-16,Book_5499,3,1635
2025-10-13,Book_9319,1,435
2025-12-01,Book_5328,2,906
2025-12-26,Book_3777,2,1152
2025-02-04,Book_8592,5,1180
2025-01-23,Book_7931,4,692
2025-10-03,Book_7447,4,2260
2025-03-08,Book_4222,5,4725
2025-11-29,Book_2937,1,363
2025-03-14,Book_4050,5,1715
2025-09-14,Book_8572,3,1467
2025-05-17,Book_1829,1,342
2025-09-02,Book_3137,1,950
2025-08-17,Book_1265,2,236
2025-11-14,Book_7970,1,604
2025-07-07,Book_5334,1,297
2025-06-18,Book_3591,4,1520
2025-03-03,Book_9310,4,1892
2025-10-21,Book_6992,1,803
2025-01-08,Book_360,2,1742
2025-02-02,Book_5980,1,212
2025-02-22,Book_3487,4,1472
2025-05-10,Book_8577,5,830
2025-07-26,Book_244,3,2229
2025-07-15,Book_5705,3,1152
2025-07-04,Book_4129,5,4520
2025-11-15,Book_9443,5,4190
2025-06-28,Book_6959,3,2754
2025-09-18,Book_2045,1,1000
2025-10-02,Book_4729,5,2685
2025-12-17,Book_1852,5,605
2025-04-10,Book_2869,1,381
2025-12-13,Book_5816,5,1120
2025-03-29,Book_9647,1,989
2025-11-18,Book_4822,3,1776
2025-01-30,Book_4600,3,1596
2025-06-25,Book_2147,5,2360
2025-10-11,Book_9740,3,2046
2025-01-17,Book_4631,5,3175
2025-12-01,Book_2367,3,969
2025-12-05,Book_6688,5,4945
2025-01-08,Book_3254,3,2820
2025-06-30,Book_4209,1,998
2025-10-18,Book_9466,2,1188
2025-07-30,Book_2799,1,836
2025-07-24,Book_8946,1,799
2025-06-20,Book_7778,1,600
2025-03-16,Book_2093,5,3730
2025-12-17,Book_5712,3,915
2025-11-15,Book_3164,1,268
2025-03-12,Book_9539,3,2877
2025-04-01,Book_4823,1,631
2025-10-22,Book_5769,2,1142
2025-12-29,Book_663,3,2256
2025-10-03,Book_1803,2,1044
2025-01-20,Book_3829,5,2565
2025-11-25,Book_2853,5,3545
2025-04-15,Book_9840,2,1314
2025-06-23,Book_2174,2,602
2025-07-27,Book_8190,2,1870
2025-12-11,Book_4826,4,2464
2025-10-31,Book_23,3,2382
2025-10-09,Book_8852,2,1188
2025-11-04,Book_6080,1,808
2025-09-27,Book_9452,2,590
2025-07-02,Book_8215,2,994
2025-12-14,Book_35,2,996
2025-10-21,Book_7585,5,1875
2025-09-04,Book_241,3,642
2025-02-14,Book_4424,2,1712
2025-11-21,Book_4073,2,642
2025-10-02,Book_8150,1,116
2025-08-02,Book_5976,5,3435
2025-11-28,Book_8244,5,1745
2025-03-22,Book_8255,5,1070
2025-09-10,Book_7130,4,3804
2025-08-30,Book_1976,1,712
2025-01-11,Book_1250,2,620
2025-04-10,Book_44,5,4990
2025-08-28,Book_4348,4,3472
2025-03-31,Book_7148,1,261
2025-10-22,Book_6229,4,660
2025-08-23,Book_2947,3,2886
2025-07-05,Book_6461,2,344
2025-05-21,Book_6775,2,1464
2025-01-27,Book_5591,1,240
2025-07-11,Book_4795,2,1900
2025-09-29,Book_9317,2,494
2025-07-24,Book_7112,3,1476
2025-08-23,Book_3431,3,315
2025-12-17,Book_8967,4,1040
2025-05-12,Book_4361,2,476
2025-07-20,Book_6483,5,2905
2025-09-19,Book_2794,1,104
2025-02-13,Book_2390,2,774
2025-10-01,Book_9421,4,1616
2025-07-28,Book_8497,2,1058
2025-05-31,Book_2142,5,2955
2025-01-21,Book_7376,2,1842
2025-05-05,Book_5480,1,856
2025-07-31,Book_9632,3,2172
2025-05-08,Book_3796,2,672
2025-12-31,Book_8905,2,548
2025-12-09,Book_2651,1,430
2025-08-12,Book_7899,3,2205
2025-06-06,Book_7288,5,4640
2025-09-24,Book_6176,2,1100
2025-09-06,Book_4837,1,738
2025-03-31,Book_3000,5,1035
2025-10-27,Book_8544,3,2679
2025-03-23,Book_7730,3,1704
2025-08-09,Book_6665,1,392
2025-06-08,Book_302,2,352
2025-04-07,Book_4450,4,3400
2025-07-09,Book_6510,5,3445
2025-08-31,Book_5175,3,2133
2025-11-18,Book_9044,4,2700
2025-03-22,Book_7665,3,906
2025-05-31,Book_2110,3,2052
2025-11-08,Book_700,1,350
2025-08-10,Book_2538,5,2535
2025-05-18,Book_4532,1,291
2025-02-20,Book_3894,5,1035
2025-11-16,Book_3837,3,447
2025-06-23,Book_5060,5,640
2025-12-21,Book_7162,1,461
2025-09-01,Book_9819,2,1526
2025-10-28,Book_7265,1,182
2025-08-27,Book_8536,2,1972
2025-07-29,Book_2695,2,558
2025-10-04,Book_3747,1,284
2025-10-20,Book_9339,4,644
2025-05-31,Book_9624,5,1925
2025-06-16,Book_5840,4,3960
2025-06-14,Book_2881,5,2425
2025-04-08,Book_1537,5,1665
2025-05-24,Book_1230,2,1712
2025-07-16,Book_520,4,1588
2025-09-23,Book_6,5,1860
2025-12-14,Book_3819,4,688
2025-12-23,Book_496,4,612
2025-03-16,Book_5923,5,2250
2025-08-11,Book_6625,1,934
2025-03-05,Book_336,4,528
2025-03-06,Book_8420,1,747
2025-10-05,Book_8069,2,336
2025-01-13,Book_3635,4,2692
2025-08-09,Book_3120,3,2700
2025-08-23,Book_3284,2,842
2025-07-18,Book_9468,5,2895
2025-07-08,Book_7439,3,1215
2025-04-05,Book_9469,3,2712
2025-06-22,Book_4318,1,736
2025-09-02,Book_7585,4,1500
2025-10-05,Book_4597,1,808
2025-01-25,Book_801,4,1136
2025-07-16,Book_366,5,4985
2025-12-08,Book_9196,1,699
2025-05-11,Book_9388,3,336
2025-12-18,Book_969,3,2505
2026-01-01,Book_1440,4,3760
2025-01-31,Book_2793,2,1482
2025-05-11,Book_9966,5,1330
2025-03-14,Book_7931,3,519
2025-04-28,Book_6788,3,2103
2025-03-11,Book_1416,4,1920
2025-07-19,Book_2607,4,1364
2025-11-17,Book_4601,2,1076
2025-01-20,Book_1619,1,113
2025-02-02,Book_1389,2,1544
2025-03-14,Book_8727,1,345
2025-01-23,Book_2362,2,520
2025-10-10,Book_4664,4,2136
2025-07-07,Book_9849,1,332
2025-01-07,Book_8261,1,888
2026-01-01,Book_5414,3,2664
2025-09-08,Book_8817,3,1677
2025-08-17,Book_624,4,3544
2025-01-31,Book_4217,1,689
2025-01-03,Book_2019,4,1368
2025-10-07,Book_7085,3,1074
2025-03-01,Book_688,1,533
2025-12-10,Book_2565,4,1900
2025-08-06,Book_7029,5,1685
2025-06-26,Book_1501,2,274
2025-12-17,Book_682,1,345
2025-09-18,Book_4736,1,837
2025-02-04,Book_428,3,1158
2025-01-03,Book_3415,1,255
2025-01-19,Book_3976,2,1866
2025-12-28,Book_8255,1,214
2025-01-05,Book_9728,5,2940
2025-02-10,Book_7028,1,560
2025-03-25,Book_1920,2,1888
2025-02-27,Book_473,1,943
2025-10-19,Book_6773,3,630
2025-07-21,Book_7934,2,1982
2025-10-31,Book_4510,2,1318
2025-09-28,Book_428,3,1158
2025-04-12,Book_6470,1,421
2025-04-02,Book_5471,5,4495
2025-04-11,Book_3270,4,1260
2025-04-05,Book_8259,5,1215
2025-01-04,Book_1219,4,3596
2025-11-29,Book_4183,3,2175
2025-07-29,Book_940,4,2868
2025-12-30,Book_335,1,253
2025-10-29,Book_455,1,810
2025-02-10,Book_3678,5,2905
2025-08-03,Book_6091,2,1004
2025-10-13,Book_7814,1,571
2025-04-22,Book_3364,4,1736
2025-03-05,Book_1062,4,1512
2025-02-07,Book_1040,4,1548
2025-12-18,Book_2696,2,1558
2025-06-30,Book_4602,2,300
2025-10-15,Book_7272,4,1568
2025-07-08,Book_5250,1,261
2025-06-28,Book_9176,4,2352
2025-07-20,Book_5422,1,459
2025-04-28,Book_4637,1,802
2025-11-14,Book_6481,1,663
2025-11-15,Book_2262,4,3440
2025-05-18,Book_8455,3,1701
2025-10-13,Book_6427,2,1904
2025-03-11,Book_8433,2,662
2025-09-05,Book_8208,2,1270
2025-02-02,Book_5131,5,3810
2025-02-04,Book_6102,5,2725
2025-05-08,Book_8199,2,612
2025-06-06,Book_9984,2,1720
2025-03-19,Book_8049,2,466
2025-05-21,Book_439,1,694
2025-07-06,Book_9570,1,743
2025-06-06,Book_1995,1,503
2025-02-06,Book_4610,2,1340
2025-08-31,Book_7062,4,2628
2025-11-14,Book_1814,3,2097
2025-07-03,Book_4120,3,1647
2025-05-25,Book_9073,3,1134
2025-05-12,Book_232,4,3560
2025-12-01,Book_9785,4,2852
2025-05-11,Book_7223,3,1662
2025-04-02,Book_4219,5,1970
2025-09-16,Book_2827,3,1989
2025-01-27,Book_4336,4,3328
2025-01-07,Book_5645,2,402
2025-12-03,Book_9954,2,1832
2025-08-24,Book_4133,2,1240
2025-03-14,Book_1198,2,412
2025-08-24,Book_1763,3,1149
2025-11-02,Book_8113,5,2665
2025-09-27,Book_6274,4,2628
2025-06-03,Book_6004,3,1650
2025-06-02,Book_9092,4,1796
2025-08-06,Book_3383,2,272
2025-02-20,Book_9700,2,1166
2025-09-10,Book_7250,3,462
2025-03-17,Book_68,2,1474
2025-06-22,Book_5341,5,2885
2025-05-29,Book_6858,3,1809
2025-07-27,Book_2935,1,224
2025-08-13,Book_990,1,842
2025-11-06,Book_6901,2,1220
2025-01-27,Book_5739,2,1142
2025-01-08,Book_9755,5,3110
2025-06-22,Book_537,2,1236
2025-03-07,Book_1894,1,594
2025-02-06,Book_6983,4,516
2025-05-04,Book_9218,2,1244
2025-11-27,Book_5363,2,1548
2025-05-04,Book_3539,4,2096
2025-06-29,Book_2945,2,1484
2025-01-19,Book_6011,1,359
2025-07-06,Book_4325,3,345
2025-02-12,Book_3730,2,1904
2025-07-07,Book_9543,1,178
2025-03-08,Book_5654,2,912
2025-04-08,Book_8242,3,2667
2025-12-02,Book_6203,5,3760
2025-11-10,Book_2173,2,1378
2025-12-02,Book_2901,2,1088
2025-12-11,Book_1305,4,3352
2025-10-29,Book_233,4,908
2025-11-18,Book_1261,3,624
2025-10-05,Book_8305,4,828
2025-03-02,Book_5008,5,2305
2025-05-29,Book_4183,4,2900
2025-11-14,Book_4853,5,4835
2025-04-18,Book_4242,3,2607
2025-08-09,Book_275,1,776
2025-05-01,Book_2164,2,734
2025-09-07,Book_8258,5,3585
2025-09-04,Book_8411,3,1257
2025-08-07,Book_6386,2,634
2025-12-19,Book_8584,3,1191
2025-07-01,Book_8323,3,2532
2025-12-23,Book_6772,4,1768
2025-07-25,Book_7187,2,1024
2025-06-23,Book_6801,3,1050
2025-10-29,Book_6060,5,4335
2025-08-04,Book_2692,3,1578
2025-09-11,Book_9307,1,372
2025-07-25,Book_6068,5,2160
2025-02-23,Book_7016,2,1150
2025-10-21,Book_1167,1,572
2025-05-02,Book_5580,2,246
2025-11-11,Book_6402,1,299
2025-05-25,Book_2505,4,572
2025-12-22,Book_5514,5,4630
2025-10-25,Book_2459,1,998
2025-03-29,Book_2941,2,1934
2025-04-28,Book_6014,2,988
2025-02-18,Book_3997,3,2598
2025-12-02,Book_2289,1,723
2025-10-22,Book_6461,2,344
2025-08-10,Book_2460,2,998
2025-12-25,Book_5425,2,984
2025-09-24,Book_6103,5,635
2025-04-03,Book_9014,3,1752
2025-03-23,Book_1160,2,1730
2025-05-19,Book_1573,4,524
2025-08-27,Book_9224,2,1854
2025-08-04,Book_5270,4,1564
2025-05-14,Book_3871,4,3496
2025-12-10,Book_8051,3,1293
2025-01-28,Book_6310,2,396
2025-01-25,Book_9056,5,505
2025-11-05,Book_4554,3,1035
2025-03-06,Book_8208,5,3175
2025-06-02,Book_2163,4,2020
2025-06-10,Book_7087,2,1304
2025-05-04,Book_5474,3,1359
2025-11-20,Book_6939,4,804
2025-11-24,Book_2825,5,625
2025-06-25,Book_3269,1,287
2025-06-30,Book_6035,4,3296
2025-04-09,Book_2687,4,2444
2025-01-10,Book_2263,4,2416
2025-02-15,Book_904,3,2247
2025-02-15,Book_1350,2,264
2025-01-28,Book_8131,5,3140
2025-07-18,Book_9324,5,585
2025-08-10,Book_614,1,140
2025-10-04,Book_1989,5,1655
2025-06-20,Book_5809,1,554
2025-11-15,Book_5856,3,1356
2025-02-03,Book_2310,3,1467
2025-09-14,Book_1308,2,208
2025-10-25,Book_872,3,2031
2025-03-15,Book_1855,4,3020
2025-02-21,Book_2985,3,804
2025-08-19,Book_2102,5,3640
2025-09-18,Book_2674,2,1754
2025-05-19,Book_2124,3,1455
2025-11-13,Book_6765,3,2421
2025-10-07,Book_9466,1,594
2025-02-20,Book_2988,4,2576
2025-03-02,Book_1164,4,1212
2025-07-26,Book_6628,1,853
2025-02-27,Book_702,3,1521
2025-09-15,Book_7239,4,2216
2025-08-14,Book_3452,2,1996
2025-05-22,Book_3011,2,1538
2025-09-12,Book_3754,1,568
2025-12-01,Book_2282,1,159
2025-11-01,Book_9704,4,420
2025-07-19,Book_53,1,910
2025-07-10,Book_535,4,2008
2025-02-05,Book_1243,4,840
2025-03-24,Book_8688,4,2936
2025-03-22,Book_7615,5,4390
2025-04-01,Book_5034,5,4185
2025-12-15,Book_6251,3,786
2025-05-23,Book_7631,3,2247
2025-09-23,Book_5354,3,2124
2025-07-13,Book_6879,5,3630
2025-03-20,Book_8886,4,1704
2025-12-08,Book_7744,1,393
2025-02-18,Book_9314,4,1468
2025-03-18,Book_5940,5,1895
2025-06-21,Book_1220,5,670
2025-06-02,Book_2140,3,1902
2025-10-01,Book_2460,4,1996
2025-01-14,Book_4076,4,2668
2025-06-01,Book_6227,1,290
2025-03-01,Book_1770,2,1712
2025-12-28,Book_6954,3,1242
2025-11-01,Book_5571,1,144
2025-04-25,Book_8607,5,3540
2025-07-30,Book_3066,5,4625
2025-02-24,Book_3324,2,962
2025-03-23,Book_7749,5,3550
2025-08-09,Book_7927,5,2250
2025-03-25,Book_7284,3,1209
2025-06-04,Book_2991,5,3105
2025-05-16,Book_3048,2,1952
2025-06-25,Book_6341,5,4435
2025-11-25,Book_8791,5,2970
2025-03-23,Book_4737,1,835
2025-12-24,Book_2136,4,2640
2025-03-13,Book_1821,4,3700
2025-06-17,Book_4420,4,2360
2025-05-12,Book_9355,4,3300
2025-04-01,Book_3072,4,2984
2025-01-27,Book_2184,1,916
2025-01-15,Book_7690,4,1252
2025-01-03,Book_2053,1,983
2025-03-01,Book_8736,1,925
2025-06-18,Book_2687,2,1222
2025-03-22,Book_7273,3,2649
2025-02-08,Book_1271,2,650
2025-07-13,Book_8973,1,556
2025-01-05,Book_3902,2,958
2025-10-26,Book_6026,4,1500
2025-09-01,Book_2111,2,622
2025-09-13,Book_4276,5,2715
2025-02-13,Book_1224,5,1075
2025-06-24,Book_1209,5,4780
2025-04-21,Book_2734,5,1585
2025-08-20,Book_337,2,510
2025-12-15,Book_131,4,2952
2025-06-05,Book_2486,4,1076
2025-03-06,Book_7647,3,342
2025-08-06,Book_7974,1,290
2025-08-25,Book_4742,5,1665
2025-12-29,Book_9227,3,2739
2025-12-02,Book_2008,3,2937
2025-08-10,Book_7743,3,924
2025-06-23,Book_5168,2,1602
2025-07-29,Book_2245,2,1724
2025-05-20,Book_7083,4,3520
2025-06-04,Book_1597,1,399
2025-12-21,Book_344,1,123
2025-03-30,Book_5745,2,796
2025-03-10,Book_6572,4,3376
2025-01-17,Book_1971,5,3425
2025-02-21,Book_6530,1,967
2025-02-03,Book_7813,5,3535
2025-09-24,Book_249,2,1878
2025-11-30,Book_5415,3,345
2025-03-08,Book_9973,3,2487
2025-11-06,Book_3459,4,1464
2025-11-23,Book_8892,2,880
2025-06-23,Book_511,3,1752
2025-04-24,Book_6923,5,3945
2025-02-14,Book_4398,4,1176
2025-08-28,Book_7385,5,1660
2025-04-06,Book_8499,3,1284
2025-04-17,Book_5508,1,727
2025-08-16,Book_941,2,1874
2025-04-13,Book_7221,4,1088
2025-05-07,Book_5338,3,2520
2025-05-29,Book_5688,4,1352
2025-05-10,Book_8688,1,734
2025-08-09,Book_2342,4,2804
2025-02-13,Book_8916,1,532
2025-03-27,Book_7977,3,2367
2025-04-28,Book_9334,4,904
2025-06-03,Book_6173,2,1108
2025-11-21,Book_2103,4,2152
2025-06-12,Book_9235,2,768
2025-07-03,Book_1446,2,220
2025-11-30,Book_9159,5,645
2025-09-03,Book_748,4,3280
2025-02-19,Book_8613,5,1035
2025-05-03,Book_7216,4,688
2025-03-09,Book_3515,2,916
2025-05-25,Book_8501,2,534
2025-10-15,Book_7224,2,588
2025-12-17,Book_6301,3,1809
2025-10-03,Book_6394,3,2490
2025-10-27,Book_938,4,3524
2025-11-29,Book_4010,3,2685
2025-10-07,Book_8263,1,480
2025-02-06,Book_9525,1,935
2025-06-15,Book_6405,3,894
2025-06-30,Book_8351,5,2905
2025-03-02,Book_8657,4,1736
2025-04-18,Book_4695,2,266
2025-06-12,Book_3494,3,2865
2025-11-28,Book_6963,1,270
2025-01-28,Book_8245,1,602
2025-09-19,Book_3147,2,502
2025-07-05,Book_3131,2,1434
2025-09-05,Book_9254,1,603
2025-07-18,Book_5834,3,2709
2025-08-09,Book_938,3,2643
2025-03-14,Book_5352,3,1635
2025-03-24,Book_3611,3,603
2025-02-14,Book_3176,5,2085
2025-08-12,Book_6726,3,633
2025-01-22,Book_7261,5,1185
2025-02-10,Book_7600,5,3795
2025-06-16,Book_8107,2,650
2025-10-10,Book_4356,4,1756
2025-05-07,Book_17,1,645
2025-02-22,Book_8973,1,556
2025-12-12,Book_7001,4,1976
2025-07-10,Book_4213,3,1020
2025-01-05,Book_9993,2,428
2025-02-28,Book_5101,5,4415
2025-12-21,Book_4486,4,2652
2025-08-31,Book_8235,4,516
2025-02-21,Book_3206,1,817
2025-06-24,Book_4037,2,1340
2025-08-26,Book_6532,4,3784
2025-08-19,Book_2810,4,1124
2025-04-11,Book_4982,2,1304
2025-09-14,Book_5012,2,876
2025-06-22,Book_4339,5,1880
2025-06-05,Book_8908,5,1920
2025-03-06,Book_3451,5,735
2025-02-19,Book_3911,2,914
2025-02-03,Book_5941,5,4110
2025-07-31,Book_2724,3,2061
2025-10-15,Book_9370,2,440
2025-12-08,Book_1298,4,2784
2025-06-13,Book_3193,4,3008
2025-04-22,Book_3242,2,1208
2025-11-30,Book_5756,2,1354
2025-10-23,Book_2078,5,2735
2025-04-10,Book_1933,1,405
2025-10-02,Book_986,2,1632
2025-02-18,Book_6250,5,570
2025-12-21,Book_5388,5,1340
2025-12-09,Book_2195,1,773
2025-09-24,Book_3121,4,3916
2025-11-12,Book_7676,4,2600
2025-10-26,Book_6912,2,332
2025-04-20,Book_2222,1,355
2025-02-05,Book_1361,1,180
2025-06-15,Book_7805,4,1740
2025-11-20,Book_9808,3,1809
2025-09-10,Book_2177,2,1760
2025-12-06,Book_7553,2,1786
2025-05-21,Book_7243,2,1980
2025-12-22,Book_633,4,1980
2025-12-31,Book_4504,4,692
2025-10-20,Book_573,1,649
2025-08-17,Book_8710,2,1600
2025-01-15,Book_3438,5,4095
2025-12-27,Book_3601,2,1134
2025-06-24,Book_523,4,3308
2025-02-27,Book_8409,1,672
2025-08-31,Book_5285,1,665
2025-12-01,Book_9193,4,556
2025-09-16,Book_9819,2,1526
2025-09-23,Book_7168,1,657
2025-12-18,Book_7709,3,2661
2025-05-05,Book_781,2,1130
2025-11-27,Book_9244,3,2703
2025-11-05,Book_9702,3,843
2025-12-06,Book_8527,1,822
2025-03-07,Book_1752,1,620
2025-10-31,Book_3701,1,551
2025-07-26,Book_2584,1,704
2025-02-07,Book_7391,1,584
2025-05-03,Book_5997,4,2600
2025-02-25,Book_6214,1,454
2025-07-14,Book_1957,1,433
2025-06-05,Book_778,1,970
2025-02-02,Book_6977,3,2478
2025-06-23,Book_9797,1,120
2025-03-15,Book_8110,5,3870
2025-11-20,Book_5099,2,226
2025-06-19,Book_706,5,2550
2025-10-22,Book_7164,4,1356
2025-12-01,Book_6734,5,4800
2025-11-03,Book_5842,4,1588
2025-08-24,Book_7772,2,506
2025-12-09,Book_5590,3,2238
2025-08-15,Book_1713,4,944
2025-03-20,Book_7177,2,812
2025-06-07,Book_3037,4,1656
2025-05-29,Book_356,3,456
2025-06-11,Book_5001,3,555
2025-08-26,Book_13,5,4225
2025-05-17,Book_3872,4,1908
2025-11-15,Book_7888,1,314
2025-11-25,Book_8237,1,261
2025-09-01,Book_1190,2,1106
2025-12-11,Book_1049,2,1618
2025-10-24,Book_9209,3,750
2025-07-17,Book_9687,4,2836
2025-11-19,Book_6155,1,510
2025-11-06,Book_4825,5,3555
2025-06-14,Book_6879,2,1452
2025-07-16,Book_3576,5,4900
2025-07-27,Book_3366,5,2950
2025-01-30,Book_9647,2,1978
2025-01-22,Book_5593,4,1752
2025-05-04,Book_3224,3,900
2025-07-10,Book_6859,3,504
2025-09-12,Book_330,2,1462
2025-03-15,Book_6532,4,3784
2025-12-22,Book_7130,2,1902
2025-04-17,Book_4818,4,3940
2025-06-02,Book_984,2,1552
2025-06-01,Book_8768,5,4850
2025-03-15,Book_2757,3,2418
2025-04-24,Book_6639,5,1695
2025-07-09,Book_7815,5,3555
2025-05-19,Book_3974,4,1636
2025-04-17,Book_1787,3,2412
2025-09-30,Book_4932,5,4215
2025-02-09,Book_1832,2,984
2025-07-26,Book_9593,3,1776
2025-02-18,Book_2956,4,736
2025-11-21,Book_280,1,926
2025-03-03,Book_5121,2,1246
2025-02-14,Book_1267,2,1180
2025-07-10,Book_169,5,3585
2025-12-18,Book_4555,3,573
2025-02-09,Book_9529,2,250
2025-05-01,Book_3471,5,2440
2025-06-17,Book_929,2,272
2025-03-14,Book_5653,2,220
2025-01-24,Book_45,4,3148
2025-06-28,Book_306,1,898
2025-06-09,Book_3957,3,2784
2025-02-10,Book_8734,5,4550
2025-06-29,Book_36,2,1470
2025-04-01,Book_3325,3,2178
2025-08-23,Book_3019,1,543
2025-08-08,Book_3666,5,1395
2025-04-10,Book_1760,4,3872
2025-03-09,Book_573,1,649
2025-10-29,Book_4815,2,1964
2025-12-01,Book_3717,3,2421
2025-07-14,Book_3443,5,3295
2025-05-30,Book_1060,1,407
2025-07-11,Book_7556,1,158
2025-10-18,Book_4082,5,800
2025-08-06,Book_4063,2,1884
2025-01-09,Book_6388,2,1188
2025-04-23,Book_1808,1,757
2025-07-27,Book_5158,1,737
2025-10-26,Book_391,1,280
2025-10-22,Book_6106,3,534
2025-03-06,Book_4965,3,1197
2025-01-11,Book_3581,5,1955
2025-12-22,Book_1648,3,1074
2025-04-08,Book_3912,2,506
2025-01-21,Book_6318,5,3510
2025-03-11,Book_6519,2,1432
2025-11-10,Book_5089,1,123
2025-05-08,Book_8494,5,4615
2025-06-06,Book_3999,4,2040
2025-07-05,Book_8048,1,431
2025-06-12,Book_6252,4,780
2025-07-26,Book_6471,4,1184
2025-08-17,Book_2634,4,1968
2025-01-29,Book_5805,5,4330
2025-05-03,Book_6698,1,732
2025-06-11,Book_9683,2,292
2025-11-15,Book_1769,1,510
2025-07-31,Book_3901,4,2572
2025-02-22,Book_6587,5,4200
2025-04-10,Book_1020,3,2034
2025-08-13,Book_4085,4,2772
2025-11-15,Book_2344,5,830
2025-12-03,Book_1230,5,4280
2025-09-27,Book_9254,3,1809
2025-11-22,Book_9656,1,843
2025-02-20,Book_9668,3,399
2025-01-27,Book_2679,4,420
2025-03-24,Book_2511,1,892
2025-02-10,Book_2225,3,1575
2025-08-29,Book_2375,1,492
2025-07-06,Book_4658,1,372
2025-02-01,Book_7236,1,244
2025-10-08,Book_9411,3,2040
2025-02-01,Book_426,2,944
2025-08-15,Book_2525,3,2241
2025-09-15,Book_6523,4,3028
2025-06-24,Book_6493,1,285
2025-09-06,Book_2248,2,1574
2025-06-19,Book_5769,2,1142
2025-09-22,Book_4055,4,1560
2025-08-11,Book_2472,1,202
2025-08-11,Book_1776,2,788
2025-05-28,Book_6095,1,278
2025-10-12,Book_1626,4,1332
2025-11-13,Book_2330,1,693
2025-06-26,Book_5162,2,764
2025-05-08,Book_2699,5,1165
2025-01-05,Book_4553,1,115
2025-01-25,Book_8363,3,2739
2025-04-28,Book_6176,5,2750
2025-05-30,Book_5599,2,1126
2025-04-18,Book_707,3,2391
2025-12-29,Book_514,5,975
2025-06-23,Book_6846,5,4940
2025-02-22,Book_2159,5,3765
2025-05-09,Book_6046,4,1404
2025-08-14,Book_660,3,2382
2025-05-07,Book_4305,1,944
2025-07-25,Book_623,3,699
2025-06-15,Book_818,5,2535
2025-01-06,Book_7933,5,2200
2025-08-14,Book_378,4,1160
2025-01-05,Book_8045,2,1098
2025-09-11,Book_4301,5,1650
2025-03-04,Book_3302,1,278
2025-07-24,Book_1296,5,4540
2025-02-07,Book_3307,3,1311
2025-05-08,Book_7960,5,3215
2025-05-06,Book_9794,5,1480
2025-07-16,Book_5698,3,2763
2025-01-21,Book_1984,1,440
2025-06-22,Book_6835,2,1100
2025-11-02,Book_6947,3,2691
2025-11-10,Book_5985,5,4000
2025-12-29,Book_9881,3,450
2025-07-22,Book_9573,3,993
2025-08-17,Book_7545,1,823
2025-12-01,Book_6989,1,965
2025-10-01,Book_8342,4,3624
2025-09-09,Book_4238,2,226
2025-05-30,Book_8822,5,1925
2025-04-18,Book_9449,5,570
2025-10-07,Book_5090,4,3784
2025-01-04,Book_1133,2,402
2025-03-19,Book_9334,3,678
2025-08-14,Book_4459,1,390
2025-01-02,Book_5651,2,1012
2025-06-02,Book_1798,1,602
2025-05-14,Book_7380,2,386
2025-03-31,Book_4341,1,955
2025-12-31,Book_7402,1,111
2025-03-18,Book_9041,2,1352
2025-07-27,Book_6261,5,1030
2025-09-26,Book_1680,5,4600
2025-06-25,Book_7456,4,3764
2025-12-12,Book_633,3,1485
2025-06-22,Book_6316,2,876
2025-02-20,Book_5844,5,4085
2025-11-25,Book_211,3,513
2025-09-06,Book_7238,4,2300
2025-05-25,Book_8728,4,1660
2025-10-10,Book_9403,4,3416
2025-07-12,Book_5483,1,673
2025-04-23,Book_8157,1,892
2025-10-01,Book_2537,4,1532
2025-07-19,Book_774,2,1830
2025-05-09,Book_2031,5,1055
2025-02-18,Book_4312,2,1468
2025-08-22,Book_1358,2,1440
2025-09-04,Book_9865,3,2475
2025-01-08,Book_5691,5,795
2025-06-18,Book_2591,2,1126
2025-02-02,Book_4145,4,3560
2025-12-16,Book_7048,4,3684
2025-12-22,Book_3918,2,1872
2025-01-18,Book_6504,1,989
2025-06-07,Book_3391,4,576
2025-02-22,Book_7670,4,600
2025-03-27,Book_8865,3,1662
2025-08-28,Book_9864,3,372
2025-12-09,Book_3560,1,616
2025-02-25,Book_4081,3,1077
2025-12-18,Book_6232,4,940
2025-10-04,Book_2411,2,688
2025-10-01,Book_2931,1,215
2025-09-01,Book_2825,4,500
2025-12-30,Book_3873,4,1464
2025-09-19,Book_3507,4,2816
2025-12-08,Book_9838,3,1545
2025-10-20,Book_3039,4,2448
2025-01-17,Book_8448,1,354
2025-03-26,Book_2578,3,690
2025-03-26,Book_2717,5,2605
2025-10-02,Book_7406,3,1263
2025-04-05,Book_5051,4,1256
